[COURSE HEADER]
VERSION = 0
UNITS = ENGLISH
DESCRIPTION = Grassy Ridge +1,82,64. Created by 32607.
FILE NAME = none
MINUTES	FTP
[END COURSE HEADER]

[COURSE DATA]
0	50
6	50
6	72
12.5	72
12.5	115
13	115
13	60
13.5	60
13.5	115
14	115
14	60
14.5	60
14.5	115
15	115
15	10
16	10
16	40
20	40
20	120
20.5	120
20.5	60
21	60
21	120
21.5	120
21.5	60
22	60
22	120
22.5	120
22.5	60
23	60
23	120
23.5	120
23.5	60
24	60
24	120
24.5	120
24.5	60
25	60
25	120
25.5	120
25.5	60
26	60
26	120
26.5	120
26.5	60
27	60
27	120
27.5	120
27.5	60
28	60
28	120
28.5	120
28.5	40
32.5	40
32.5	120
33	120
33	60
33.5	60
33.5	120
34	120
34	60
34.5	60
34.5	120
35	120
35	60
35.5	60
35.5	120
36	120
36	60
36.5	60
36.5	120
37	120
37	60
37.5	60
37.5	120
38	120
38	60
38.5	60
38.5	120
39	120
39	60
39.5	60
39.5	120
40	120
40	60
40.5	60
40.5	120
41	120
41	40
45	40
45	120
45.5	120
45.5	60
46	60
46	120
46.5	120
46.5	60
47	60
47	120
47.5	120
47.5	60
48	60
48	120
48.5	120
48.5	60
49	60
49	120
49.5	120
49.5	60
50	60
50	120
50.5	120
50.5	60
51	60
51	120
51.5	120
51.5	60
52	60
52	120
52.5	120
52.5	60
53	60
53	120
53.5	120
53.5	40
57	30
[END COURSE DATA]

[COURSE TEXT]
[END COURSE TEXT]

[INTERVAL DATA]
0	3420	Workout
360	750	Endurance 1
750	780	VO2 Max 1
780	810	Endurance 2
810	840	VO2 Max 2
840	870	Endurance 3
870	900	VO2 Max 3
1200	1230	VO2 Max 4
1230	1260	Endurance 4
1260	1290	VO2 Max 5
1290	1320	Endurance 5
1320	1350	VO2 Max 6
1350	1380	Endurance 6
1380	1410	VO2 Max 7
1410	1440	Endurance 7
1440	1470	VO2 Max 8
1470	1500	Endurance 8
1500	1530	VO2 Max 9
1530	1560	Endurance 9
1560	1590	VO2 Max 10
1590	1620	Endurance 10
1620	1650	VO2 Max 11
1650	1680	Endurance 11
1680	1710	VO2 Max 12
1950	1980	VO2 Max 13
1980	2010	Endurance 12
2010	2040	VO2 Max 14
2040	2070	Endurance 13
2070	2100	VO2 Max 15
2100	2130	Endurance 14
2130	2160	VO2 Max 16
2160	2190	Endurance 15
2190	2220	VO2 Max 17
2220	2250	Endurance 16
2250	2280	VO2 Max 18
2280	2310	Endurance 17
2310	2340	VO2 Max 19
2340	2370	Endurance 18
2370	2400	VO2 Max 20
2400	2430	Endurance 19
2430	2460	VO2 Max 21
2700	2730	VO2 Max 22
2730	2760	Endurance 20
2760	2790	VO2 Max 23
2790	2820	Endurance 21
2820	2850	VO2 Max 24
2850	2880	Endurance 22
2880	2910	VO2 Max 25
2910	2940	Endurance 23
2940	2970	VO2 Max 26
2970	3000	Endurance 24
3000	3030	VO2 Max 27
3030	3060	Endurance 25
3060	3090	VO2 Max 28
3090	3120	Endurance 26
3120	3150	VO2 Max 29
3150	3180	Endurance 27
3180	3210	VO2 Max 30
[END INTERVAL DATA]

[MODE DATA]
[END MODE DATA]

