[COURSE HEADER]
VERSION = 0
UNITS = ENGLISH
DESCRIPTION = Blood +3,93,215. Created by 1273.
FILE NAME = none
MINUTES	FTP
4775	4790	Sweet Spot 42
4790	4800	Sprint 36
4800	4810	Sweet Spot 43
4810	4830	Sprint 37
4830	4845	Sweet Spot 44
4845	4865	Sprint 38
4865	4880	Tempo 11
4880	4900	VO2 Max 8
4900	4930	Endurance 4
4930	4980	VO2 Max 9
4980	5040	Tempo 12
5040	5115	VO2 Max 10
5115	5165	Endurance 5
5165	5255	VO2 Max 11
5255	5274	Endurance 6
5274	5424	Sweet Spot 45
5424	5574	Sweet Spot 46
5574	5724	Threshold 5
5724	5874	Threshold 6
5874	5925	Endurance 7
5925	6025	VO2 Max 12
6025	6035	Endurance 8
6035	6275	Tempo 13
6275	6515	Sweet Spot 47
6515	6635	Sweet Spot 48
6635	6670	Endurance 9
6670	6765	Threshold 7
6765	6800	Sweet Spot 49
6800	6815	Sprint 39
6815	6850	Tempo 14
6850	6875	VO2 Max 13
6875	6890	Sweet Spot 50
6890	6915	Sprint 40
6915	6930	Tempo 15
6930	6955	VO2 Max 14
6955	6970	Sweet Spot 51
6970	6995	VO2 Max 15
6995	7010	Sweet Spot 52
7010	7035	Sprint 41
7035	7050	Endurance 10
7050	7075	VO2 Max 16
7075	7090	Endurance 11
7090	7175	VO2 Max 17
7175	7189	Endurance 12
7189	7429	Sweet Spot 53
7429	7669	Sweet Spot 54
7669	7909	Sweet Spot 55
7909	8149	Sweet Spot 56
8149	8389	Sweet Spot 57
8389	8420	Endurance 13
8420	8435	Sprint 42
8435	8450	Sweet Spot 58
8450	8465	VO2 Max 18
8465	8480	Sweet Spot 59
8480	8495	Sprint 43
8495	8500	Sweet Spot 60
8500	8510	Sprint 44
8510	8515	Sweet Spot 61
8515	8530	Sprint 45
8530	8555	Tempo 16
8555	8565	Sprint 46
8565	8570	Sweet Spot 62
8570	8580	Sprint 47
8580	8585	Sweet Spot 63
8585	8595	Sprint 48
8595	8600	Sweet Spot 64
8600	8620	Sprint 49
8620	8635	Sweet Spot 65
8635	8645	Sprint 50
8645	8650	Sweet Spot 66
8650	8670	Sprint 51
8670	8680	Sweet Spot 67
8680	8700	Sprint 52
[END INTERVAL DATA]

[MODE DATA]
[END MODE DATA]

