[COURSE HEADER]
VERSION = 0
UNITS = ENGLISH
DESCRIPTION = Barren +2,88,156. Created by 1273.
FILE NAME = none
MINUTES	FTP
4683	4725	Endurance 14
4725	4825	Threshold 8
4825	4870	Endurance 15
4870	4965	Threshold 9
4965	5000	Tempo 41
5000	5015	VO2 Max 34
5015	5050	Endurance 16
5050	5075	VO2 Max 35
5075	5090	Tempo 42
5090	5115	VO2 Max 36
5115	5130	Endurance 17
5130	5155	VO2 Max 37
5155	5170	Tempo 43
5170	5195	Threshold 10
5195	5210	Tempo 44
5210	5235	VO2 Max 38
5235	5250	Endurance 18
5250	5275	VO2 Max 39
5275	5290	Endurance 19
5290	5375	Threshold 11
5375	5389	Endurance 20
5389	5629	Tempo 45
5629	5869	Sweet Spot 8
5869	6109	Tempo 46
6109	6349	Sweet Spot 9
6349	6589	Sweet Spot 10
6589	6620	Endurance 21
6620	6635	VO2 Max 40
6635	6650	Tempo 47
6650	6665	VO2 Max 41
6665	6680	Tempo 48
6680	6695	VO2 Max 42
6695	6700	Tempo 49
6700	6710	VO2 Max 43
6710	6715	Tempo 50
6715	6730	VO2 Max 44
6730	6755	Endurance 22
6755	6765	Sprint 14
6765	6770	Tempo 51
6770	6780	VO2 Max 45
6780	6785	Tempo 52
6785	6795	VO2 Max 46
6795	6800	Tempo 53
6800	6820	VO2 Max 47
6820	6835	Tempo 54
6835	6845	VO2 Max 48
6845	6850	Tempo 55
6850	6870	VO2 Max 49
6870	6880	Tempo 56
6880	6900	Sprint 15
[END INTERVAL DATA]

[MODE DATA]
[END MODE DATA]

