[COURSE HEADER]
VERSION = 0
UNITS = ENGLISH
DESCRIPTION = Barren +3,89,199. Created by 1273.
FILE NAME = none
MINUTES	FTP
4830	4845	Tempo 39
4845	4865	VO2 Max 31
4865	4880	Tempo 40
4880	4900	VO2 Max 32
4900	4930	Endurance 11
4930	4980	Threshold 6
4980	5040	Endurance 12
5040	5115	Threshold 7
5115	5165	Endurance 13
5165	5255	VO2 Max 33
5255	5283	Endurance 14
5283	5433	Sweet Spot 9
5433	5583	Sweet Spot 10
5583	5733	Threshold 8
5733	5883	Threshold 9
5883	5925	Endurance 15
5925	6025	Threshold 10
6025	6035	Endurance 16
6035	6275	Tempo 41
6275	6395	Sweet Spot 11
6395	6635	Tempo 42
6635	6670	Endurance 17
6670	6765	Threshold 11
6765	6800	Tempo 43
6800	6815	VO2 Max 34
6815	6850	Endurance 18
6850	6875	VO2 Max 35
6875	6890	Tempo 44
6890	6915	VO2 Max 36
6915	6930	Endurance 19
6930	6955	VO2 Max 37
6955	6970	Tempo 45
6970	6995	Threshold 12
6995	7010	Tempo 46
7010	7035	VO2 Max 38
7035	7050	Endurance 20
7050	7075	VO2 Max 39
7075	7090	Endurance 21
7090	7175	Threshold 13
7175	7189	Endurance 22
7189	7429	Sweet Spot 12
7429	7669	Sweet Spot 13
7669	7909	Sweet Spot 14
7909	8149	Sweet Spot 15
8149	8389	Sweet Spot 16
8389	8420	Endurance 23
8420	8435	VO2 Max 40
8435	8450	Tempo 47
8450	8465	VO2 Max 41
8465	8480	Tempo 48
8480	8495	VO2 Max 42
8495	8500	Tempo 49
8500	8510	VO2 Max 43
8510	8515	Tempo 50
8515	8530	VO2 Max 44
8530	8555	Endurance 24
8555	8565	Sprint 14
8565	8570	Tempo 51
8570	8580	VO2 Max 45
8580	8585	Tempo 52
8585	8595	VO2 Max 46
8595	8600	Tempo 53
8600	8620	VO2 Max 47
8620	8635	Tempo 54
8635	8645	VO2 Max 48
8645	8650	Tempo 55
8650	8670	VO2 Max 49
8670	8680	Tempo 56
8680	8700	Sprint 15
[END INTERVAL DATA]

[MODE DATA]
[END MODE DATA]

