[COURSE HEADER]
VERSION = 0
UNITS = ENGLISH
DESCRIPTION = Blue +3,88,193. Created by 1273.
FILE NAME = none
MINUTES	FTP
5570	5585	Endurance 46
5585	5605	Threshold 6
5605	5635	Active Recovery 1
5635	5685	Threshold 7
5685	5745	Endurance 47
5745	5820	Sweet Spot 13
5820	5970	Sweet Spot 14
5970	6120	Sweet Spot 15
6120	6270	Threshold 8
6270	6420	Threshold 9
6420	6515	Threshold 10
6515	6645	Endurance 48
6645	6670	Endurance 49
6670	6765	Sweet Spot 16
6765	6800	Endurance 50
6800	6815	VO2 Max 35
6815	6850	Endurance 51
6850	6875	VO2 Max 36
6875	6890	Endurance 52
6890	6915	VO2 Max 37
6915	6930	Endurance 53
6930	6955	Threshold 11
6955	6970	Endurance 54
6970	6995	Threshold 12
6995	7010	Endurance 55
7010	7035	VO2 Max 38
7035	7050	Endurance 56
7050	7075	Threshold 13
7075	7090	Active Recovery 2
7090	7175	Sweet Spot 17
7175	7189	Endurance 57
7189	7429	Sweet Spot 18
7429	7669	Sweet Spot 19
7669	7909	Sweet Spot 20
7909	8149	Sweet Spot 21
8149	8389	Sweet Spot 22
8389	8420	Endurance 58
8420	8435	VO2 Max 39
8435	8450	Endurance 59
8450	8465	VO2 Max 40
8465	8480	Endurance 60
8480	8495	VO2 Max 41
8495	8500	Endurance 61
8500	8510	VO2 Max 42
8510	8515	Endurance 62
8515	8530	VO2 Max 43
8530	8555	Endurance 63
8555	8565	Sprint 10
8565	8570	Endurance 64
8570	8580	VO2 Max 44
8580	8585	Endurance 65
8585	8595	VO2 Max 45
8595	8600	Endurance 66
8600	8620	VO2 Max 46
8620	8635	Endurance 67
8635	8645	VO2 Max 47
8645	8650	Endurance 68
8650	8670	VO2 Max 48
8670	8680	Endurance 69
8680	8700	Sprint 11
[END INTERVAL DATA]

[MODE DATA]
[END MODE DATA]

