[COURSE HEADER]
VERSION = 0
UNITS = ENGLISH
DESCRIPTION = Tyndall TC,85,36. Created by 1273.
FILE NAME = none
MINUTES	FTP
[END COURSE HEADER]

[COURSE DATA]
990	Rests are only 15 seconds, so any backpedaling during this time...	8	0	0	72	16777215	32
990	needs to be very brief, maybe 5 seconds	5	0	0	72	16777215	42
990	If you have to backpedal through more than two 150% microbursts...	8	0	0	72	16777215	49
990	consider knocking the intensity of the workout down 5-10% at a time	8	0	0	72	16777215	59
990	Once again, it's more beneficial to do the bursts at a slightly lower intensity...	8	0	0	72	16777215	69
990	and complete more or even ALL the intervals...	5	0	0	72	16777215	76
990	than to only complete some of them at 150% FTP	5	0	0	72	16777215	83
990	You'll still be accumulating a significant amount of time way above FTP...	8	0	0	72	16777215	90
990	even if you do the bursts at 140 or even 130% FTP	8	0	0	72	16777215	100
990	Next set! Quick legs & try to draw full, deep breaths the whole time	8	0	0	72	16777215	110
1110	Wind it up, get your power as fast as possible	5	0	0	72	16777215	0
1125	You know the drill, so you're on your own for a few	8	0	0	72	16777215	0
1215	Good, first 4 behind you - breathe fully	5	0	0	72	16777215	0
1215	As you work through each set, remind yourself to relax...often	5	0	0	72	16777215	7
1230	Work hard but stay relaxed	5	0	0	72	16777215	0
1275	Just 3 to go, but treat each one as though it were the ONLY one	8	0	0	72	16777215	0
1290	Make it powerful, make it pretty	5	0	0	72	16777215	0
1320	Pretty & powerful	3	0	0	72	16777215	0
1335	Final burst! Keep it quick	5	0	0	72	16777215	7
1365	Great job! You've earned a couple minutes of rest	8	0	0	72	16777215	0
1365	If done correctly, microbursts will put you in a very uncomfortable place	8	0	0	72	16777215	15
1365	But if you can learn to embrace the discomfort...	8	0	0	72	16777215	25
1365	concentrate on something other than the clock, your pain or the number of repeats	8	0	0	72	16777215	35
1365	and compartmentalize the pain, stuff it in the back of your mind...	8	0	0	72	16777215	45
1365	you'll be surprised by how much abuse your body can handle	8	0	0	72	16777215	55
1365	Anything that takes your mind off of how hard you're working...	8	0	0	72	16777215	65
1365	that might increase your efficiency, is fair game as a useful distraction	8	0	0	72	16777215	75
1365	Instead, think about your pedalstroke, breathing, body position or leg speed	8	0	0	72	16777215	85
1365	Start getting ready for the next set - quick, controlled legs	8	0	0	72	16777215	95
1365	The quicker you spin the less you'll cook your muscles	8	0	0	72	16777215	105
1485	Final set underway!	5	0	0	72	16777215	0
1500	You know what to do by now, we'll check back in later	8	0	0	72	16777215	0
1560	A quarter of the work is already behind you!	5	0	0	72	16777215	0
1650	FInal 3 repeats just ahead, see each one as the ONLY one	8	0	0	72	16777215	0
1680	Good, focus on only the next ONE	5	0	0	72	16777215	0
1710	This last one truly is the ONLY one, enjoy!	5	0	0	72	16777215	0
1740	Excellent job! That was a throughly brutal workout	8	0	0	72	16777215	0
1740	It was also a very muscularly taxing one, lots of tissue damage...	8	0	0	72	16777215	10
1740	that needs to be remedied with proper recovery nutrition...	8	0	0	72	16777215	20
1740	and very soon, so start planning it now	5	0	0	72	16777215	30
1740	Once again, nicely done! We'll see you next time	8	0	0	72	16777215	37
[END COURSE TEXT]

[INTERVAL DATA]
0	1800	Workout
120	180	Sweet Spot 1
240	250	Sprint 1
260	270	Sprint 2
280	290	Sprint 3
360	375	Sprint 4
390	405	Sprint 5
420	435	Sprint 6
450	465	Sprint 7
480	495	Sprint 8
510	525	Sprint 9
540	555	Sprint 10
570	585	Sprint 11
600	615	Sprint 12
735	750	Sprint 13
765	780	Sprint 14
795	810	Sprint 15
825	840	Sprint 16
855	870	Sprint 17
885	900	Sprint 18
915	930	Sprint 19
945	960	Sprint 20
975	990	Sprint 21
1110	1125	Sprint 22
1140	1155	Sprint 23
1170	1185	Sprint 24
1200	1215	Sprint 25
1230	1245	Sprint 26
1260	1275	Sprint 27
1290	1305	Sprint 28
1320	1335	Sprint 29
1350	1365	Sprint 30
1485	1500	Sprint 31
1515	1530	Sprint 32
1545	1560	Sprint 33
1575	1590	Sprint 34
1605	1620	Sprint 35
1635	1650	Sprint 36
1665	1680	Sprint 37
1695	1710	Sprint 38
1725	1740	Sprint 39
[END INTERVAL DATA]

[MODE DATA]
[END MODE DATA]

