[COURSE HEADER]
VERSION = 0
UNITS = ENGLISH
DESCRIPTION = Barnard +2,98,96. Created by 1273.
FILE NAME = none
MINUTES	FTP
[END COURSE HEADER]

[COURSE DATA]
0	50
8	65
8	120
8.5	120
8.5	50
9.5	50
9.5	130
10	130
10	45
11	45
11	140
11.5	140
11.5	40
12.5	40
12.5	145
13	145
13	40
15	40
15	130
15.66	130
15.66	40
16	40
16	130
16.66	130
16.66	40
17	40
17	135
17.66	135
17.66	40
18	40
18	140
18.66	140
18.66	40
19	40
19	135
19.66	135
19.66	50
23	50
23	131
23.66	131
23.66	40
24	40
24	135
24.66	135
24.66	40
25	40
25	140
25.66	140
25.66	40
26	40
26	145
26.66	145
26.66	40
27	40
27	140
27.66	140
27.66	45
30	45
30	135
30.66	135
30.66	40
31	40
31	140
31.66	140
31.66	40
32	40
32	145
32.66	145
32.66	40
33	40
33	145
33.66	145
33.66	40
34	40
34	140
34.66	140
34.66	40
36	40
36	130
36.66	130
36.66	40
37	40
37	130
37.66	130
37.66	40
38	40
38	135
38.66	135
38.66	40
39	40
39	140
39.66	140
39.66	40
40	40
40	135
40.66	135
40.66	45
43	45
43	140
43.66	140
43.66	40
44	40
44	145
44.66	145
44.66	40
45	40
45	140
45.66	140
45.66	40
46	40
46	145
46.66	145
46.66	40
47	40
47	140
47.66	140
47.66	50
51	50
51	145
51.66	145
51.66	40
52	40
52	140
52.66	140
52.66	40
53	40
53	140
53.66	140
53.66	40
54	40
54	135
54.66	135
54.66	40
55	40
55	140
55.66	140
55.66	40
60	30
[END COURSE DATA]

[COURSE TEXT]
[END COURSE TEXT]

[INTERVAL DATA]
0	3600	Workout
480	510	VO2 Max 1
570	600	Sprint 1
660	690	Sprint 2
750	780	Sprint 3
900	940	Anaerobic Capacity 1
960	1000	Anaerobic Capacity 2
1020	1060	Anaerobic Capacity 3
1080	1120	Anaerobic Capacity 4
1140	1180	Anaerobic Capacity 5
1380	1420	Anaerobic Capacity 6
1440	1480	Anaerobic Capacity 7
1500	1540	Anaerobic Capacity 8
1560	1600	Anaerobic Capacity 9
1620	1660	Anaerobic Capacity 10
1800	1840	Anaerobic Capacity 11
1860	1900	Anaerobic Capacity 12
1920	1960	Anaerobic Capacity 13
1980	2020	Anaerobic Capacity 14
2040	2080	Anaerobic Capacity 15
2160	2200	Anaerobic Capacity 16
2220	2260	Anaerobic Capacity 17
2280	2320	Anaerobic Capacity 18
2340	2380	Anaerobic Capacity 19
2400	2440	Anaerobic Capacity 20
2580	2620	Anaerobic Capacity 21
2640	2680	Anaerobic Capacity 22
2700	2740	Anaerobic Capacity 23
2760	2800	Anaerobic Capacity 24
2820	2860	Anaerobic Capacity 25
3060	3100	Anaerobic Capacity 26
3120	3160	Anaerobic Capacity 27
3180	3220	Anaerobic Capacity 28
3240	3280	Anaerobic Capacity 29
3300	3340	Anaerobic Capacity 30
[END INTERVAL DATA]

[MODE DATA]
[END MODE DATA]

